,template,option_a,option_b,prompt,score_a,score_b
11,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Which do you prefer?
Answer: ",-0.040435791015625,-3.228515625
12,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Which do you prefer?
Answer: ",-0.486083984375,-0.95458984375
13,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Which do you prefer?
Answer: ",-0.10321044921875,-2.322265625
14,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Which do you prefer?
Answer: ",-0.081298828125,-2.55078125
15,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Which do you prefer?
Answer: ",-0.048583984375,-3.048828125
16,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Which do you prefer?
Answer: ",-0.036895751953125,-3.318359375
17,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Which do you prefer?
Answer: ",-0.01461029052734375,-4.234375
18,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
Which do you prefer?
Answer: ",-0.01461029052734375,-4.234375
19,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
Which do you prefer?
Answer: ",-0.01331329345703125,-4.32421875
20,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",-0.00434112548828125,-5.44140625
21,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
Do you prefer option 1 or option 2?
Answer: ",-0.00760650634765625,-4.8828125
22,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
Do you prefer option 1 or option 2?
Answer: ",-0.0091705322265625,-4.6953125
23,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",-0.19580078125,-1.7265625
24,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",-0.576171875,-0.826171875
25,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
Do you prefer option 1 or option 2?
Answer: ",-0.06585693359375,-2.75390625
26,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
Do you prefer option 1 or option 2?
Answer: ",-0.01331329345703125,-4.32421875
27,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",-0.081298828125,-2.55078125
28,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",-0.26611328125,-1.4541015625
29,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",-0.0175933837890625,-4.05078125
30,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
Do you prefer option 1 or option 2?
Answer: ",-0.01290130615234375,-4.35546875
31,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",-0.72509765625,-0.66259765625
32,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",-1.3359375,-0.304931640625
33,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",-0.08892822265625,-2.46484375
34,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Do you prefer option 1 or option 2?
Answer: ",-0.33056640625,-1.267578125
35,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",-0.06787109375,-2.724609375
36,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",-0.00630950927734375,-5.0703125
37,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",-0.0005617141723632812,-7.484375
38,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
Do you prefer option 1 or option 2?
Answer: ",-0.0005273818969726562,-7.546875
39,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
Do you prefer option 1 or option 2?
Answer: ",-0.0013675689697265625,-6.59375
40,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
What is your preference?
Answer: ",-0.048583984375,-3.048828125
41,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
What is your preference?
Answer: ",-0.06011962890625,-2.841796875
42,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
What is your preference?
Answer: ",-0.07208251953125,-2.666015625
43,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
What is your preference?
Answer: ",-0.33935546875,-1.2451171875
44,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
What is your preference?
Answer: ",-0.66259765625,-0.72509765625
45,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
What is your preference?
Answer: ",-0.1385498046875,-2.044921875
46,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
What is your preference?
Answer: ",-0.1602783203125,-1.91015625
47,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
What is your preference?
Answer: ",-0.1903076171875,-1.7529296875
48,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
What is your preference?
Answer: ",-0.169677734375,-1.857421875
49,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
What is your preference?
Answer: ",-0.036895751953125,-3.318359375
50,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
What is your preference?
Answer: ",-0.01654052734375,-4.109375
51,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
What is your preference?
Answer: ",-0.1162109375,-2.208984375
52,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
What is your preference?
Answer: ",-0.8798828125,-0.5361328125
53,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
What is your preference?
Answer: ",-0.259033203125,-1.4775390625
54,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
What is your preference?
Answer: ",-0.201416015625,-1.701171875
55,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
What is your preference?
Answer: ",-0.2318115234375,-1.5751953125
56,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
What is your preference?
Answer: ",-0.05322265625,-2.958984375
57,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
What is your preference?
Answer: ",-0.02630615234375,-3.650390625
58,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
What is your preference?
Answer: ",-0.0239715576171875,-3.7421875
59,"You have two options:
Option 1 - {A}
Option 2 - {B}
What is your preference?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
What is your preference?
Answer: ",-0.02630615234375,-3.650390625
60,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Which option do you prefer?
Answer: ",-0.01251220703125,-4.38671875
61,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
Which option do you prefer?
Answer: ",-0.0187225341796875,-3.98828125
62,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
Which option do you prefer?
Answer: ",-0.0225372314453125,-3.8046875
63,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
Which option do you prefer?
Answer: ",-0.1556396484375,-1.9365234375
64,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
Which option do you prefer?
Answer: ",-0.407470703125,-1.0947265625
65,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
Which option do you prefer?
Answer: ",-0.04571533203125,-3.107421875
66,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
Which option do you prefer?
Answer: ",-0.07208251953125,-2.666015625
67,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
Which option do you prefer?
Answer: ",-0.08892822265625,-2.46484375
68,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
Which option do you prefer?
Answer: ",-0.0638427734375,-2.783203125
69,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
Which option do you prefer?
Answer: ",-0.00835418701171875,-4.7890625
70,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
Which option do you prefer?
Answer: ",-0.00476837158203125,-5.34765625
71,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Which option do you prefer?
Answer: ",-0.042999267578125,-3.16796875
72,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Which option do you prefer?
Answer: ",-0.6474609375,-0.7412109375
73,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Which option do you prefer?
Answer: ",-0.10955810546875,-2.265625
74,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Which option do you prefer?
Answer: ",-0.081298828125,-2.55078125
75,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Which option do you prefer?
Answer: ",-0.05487060546875,-2.9296875
76,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Which option do you prefer?
Answer: ",-0.0357666015625,-3.34765625
77,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Which option do you prefer?
Answer: ",-0.01175689697265625,-4.44921875
78,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
Which option do you prefer?
Answer: ",-0.0121307373046875,-4.41796875
79,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which option do you prefer?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
Which option do you prefer?
Answer: ",-0.01006317138671875,-4.60546875
80,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Between them, which do you favor?
Answer: ",-0.0052337646484375,-5.25390625
81,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
Between them, which do you favor?
Answer: ",-0.00835418701171875,-4.7890625
82,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
Between them, which do you favor?
Answer: ",-0.01104736328125,-4.51171875
83,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
Between them, which do you favor?
Answer: ",-0.1602783203125,-1.91015625
84,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
Between them, which do you favor?
Answer: ",-0.33935546875,-1.2451171875
85,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
Between them, which do you favor?
Answer: ",-0.033660888671875,-3.408203125
86,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
Between them, which do you favor?
Answer: ",-0.0516357421875,-2.98828125
87,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
Between them, which do you favor?
Answer: ",-0.09161376953125,-2.435546875
88,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
Between them, which do you favor?
Answer: ",-0.06011962890625,-2.841796875
89,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
Between them, which do you favor?
Answer: ",-0.00835418701171875,-4.7890625
90,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
Between them, which do you favor?
Answer: ",-0.004207611083984375,-5.47265625
91,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Between them, which do you favor?
Answer: ",-0.027130126953125,-3.62109375
92,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Between them, which do you favor?
Answer: ",-0.7412109375,-0.6474609375
93,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Between them, which do you favor?
Answer: ",-0.1002197265625,-2.349609375
94,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Between them, which do you favor?
Answer: ",-0.061981201171875,-2.8125
95,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Between them, which do you favor?
Answer: ",-0.081298828125,-2.55078125
96,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Between them, which do you favor?
Answer: ",-0.01373291015625,-4.296875
97,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Between them, which do you favor?
Answer: ",-0.004619598388671875,-5.37890625
98,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
Between them, which do you favor?
Answer: ",-0.0032787322998046875,-5.72265625
99,"You have two options:
Option 1 - {A}
Option 2 - {B}
Between them, which do you favor?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
Between them, which do you favor?
Answer: ",-0.004077911376953125,-5.50390625
100,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
option 1 or 2?
Answer: ",-5.602836608886719e-06,-12.09375
101,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
option 1 or 2?
Answer: ",-2.5033950805664062e-05,-10.59375
102,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
option 1 or 2?
Answer: ",-2.6702880859375e-05,-10.53125
103,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
option 1 or 2?
Answer: ",-3.7670135498046875e-05,-10.1875
104,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
option 1 or 2?
Answer: ",-0.0008301734924316406,-7.09375
105,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
option 1 or 2?
Answer: ",-0.00012731552124023438,-8.96875
106,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
option 1 or 2?
Answer: ",-7.724761962890625e-05,-9.46875
107,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
option 1 or 2?
Answer: ",-0.00013554096221923828,-8.90625
108,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
option 1 or 2?
Answer: ",-0.0005702972412109375,-7.46875
109,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
option 1 or 2?
Answer: ",-6.401538848876953e-05,-9.65625
110,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
option 1 or 2?
Answer: ",-0.00011599063873291016,-9.0625
111,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
option 1 or 2?
Answer: ",-0.00011241436004638672,-9.09375
112,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
option 1 or 2?
Answer: ",-0.0052337646484375,-5.25390625
113,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
option 1 or 2?
Answer: ",-9.02414321899414e-05,-9.3125
114,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
option 1 or 2?
Answer: ",-0.00013554096221923828,-8.90625
115,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
option 1 or 2?
Answer: ",-0.000110626220703125,-9.109375
116,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
option 1 or 2?
Answer: ",-0.0003407001495361328,-7.984375
117,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
option 1 or 2?
Answer: ",-8.749961853027344e-05,-9.34375
118,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
option 1 or 2?
Answer: ",-0.00012731552124023438,-8.96875
119,"You have two options:
Option 1 - {A}
Option 2 - {B}
option 1 or 2?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
option 1 or 2?
Answer: ",-3.325939178466797e-05,-10.3125
120,"You have two options:
Option 1 - {A}
Option 2 - {B}
Indicate your preference.
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Indicate your preference.
Answer: ",-0.1063232421875,-2.29296875
