template,option_a,option_b,prompt,score_a,score_b
Which do you prefer: {A} or {B}?,"ASUS ZenBook 14 (i5, 16GB, $700)","Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)","Which do you prefer: ASUS ZenBook 14 (i5, 16GB, $700) or Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)?",-3.5762786865234375e-07,-2.384185791015625e-07
Which do you prefer: {A} or {B}?,"ASUS ZenBook 14 (i5, 16GB, $700)","Apple MacBook Air M3 (M3, 16GB, $1800)","Which do you prefer: ASUS ZenBook 14 (i5, 16GB, $700) or Apple MacBook Air M3 (M3, 16GB, $1800)?",-1.5497207641601562e-06,-2.2649765014648438e-06
Which do you prefer: {A} or {B}?,"ASUS ZenBook 14 (i5, 16GB, $700)","Apple MacBook Pro 14-inch (M3, 32GB, $2220)","Which do you prefer: ASUS ZenBook 14 (i5, 16GB, $700) or Apple MacBook Pro 14-inch (M3, 32GB, $2220)?",-4.76837158203125e-07,-4.76837158203125e-07
Which do you prefer: {A} or {B}?,"ASUS ZenBook 14 (i5, 16GB, $700)","Apple MacBook Pro 16-inch (M3, 64GB, $2800)","Which do you prefer: ASUS ZenBook 14 (i5, 16GB, $700) or Apple MacBook Pro 16-inch (M3, 64GB, $2800)?",-8.344650268554688e-07,-8.344650268554688e-07
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","ASUS VivoBook 15 (i3, 8GB, $450)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or ASUS VivoBook 15 (i3, 8GB, $450)?",-7.152557373046875e-07,-2.384185791015625e-07
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Lenovo IdeaPad 3 (i5, 8GB, $550)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or Lenovo IdeaPad 3 (i5, 8GB, $550)?",-9.5367431640625e-07,-2.384185791015625e-07
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","HP Pavilion 15 (Ryzen 5, 8GB, $600)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or HP Pavilion 15 (Ryzen 5, 8GB, $600)?",-2.6226043701171875e-06,-7.152557373046875e-07
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","ASUS ZenBook 14 (i5, 16GB, $700)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or ASUS ZenBook 14 (i5, 16GB, $700)?",-4.76837158203125e-07,-7.152557373046875e-07
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Dell Inspiron 16 (i7, 16GB, $1100)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or Dell Inspiron 16 (i7, 16GB, $1100)?",-4.76837158203125e-07,-7.152557373046875e-07
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","HP Spectre x360 (Ryzen 7, 32GB, $1200)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or HP Spectre x360 (Ryzen 7, 32GB, $1200)?",-5.960464477539062e-07,-2.384185791015625e-07
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Dell XPS 15 (i7, 32GB, $1500)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or Dell XPS 15 (i7, 32GB, $1500)?",-7.152557373046875e-07,-8.344650268554688e-07
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)?",-3.5762786865234375e-07,-3.5762786865234375e-07
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Apple MacBook Air M3 (M3, 16GB, $1800)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or Apple MacBook Air M3 (M3, 16GB, $1800)?",-1.7881393432617188e-06,-3.5762786865234375e-06
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Apple MacBook Pro 14-inch (M3, 32GB, $2220)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or Apple MacBook Pro 14-inch (M3, 32GB, $2220)?",-1.5497207641601562e-06,-1.1920928955078125e-06
Which do you prefer: {A} or {B}?,"Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Apple MacBook Pro 16-inch (M3, 64GB, $2800)","Which do you prefer: Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800) or Apple MacBook Pro 16-inch (M3, 64GB, $2800)?",-2.2649765014648438e-06,-1.430511474609375e-06
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","ASUS VivoBook 15 (i3, 8GB, $450)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or ASUS VivoBook 15 (i3, 8GB, $450)?",-1.430511474609375e-06,-3.5762786865234375e-07
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","Lenovo IdeaPad 3 (i5, 8GB, $550)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or Lenovo IdeaPad 3 (i5, 8GB, $550)?",-1.5497207641601562e-06,-5.960464477539062e-07
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","HP Pavilion 15 (Ryzen 5, 8GB, $600)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or HP Pavilion 15 (Ryzen 5, 8GB, $600)?",-1.5497207641601562e-06,-7.152557373046875e-07
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","ASUS ZenBook 14 (i5, 16GB, $700)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or ASUS ZenBook 14 (i5, 16GB, $700)?",-1.0728836059570312e-06,-5.960464477539062e-07
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)?",-5.960464477539062e-07,-3.5762786865234375e-07
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","HP Spectre x360 (Ryzen 7, 32GB, $1200)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or HP Spectre x360 (Ryzen 7, 32GB, $1200)?",-2.384185791015625e-07,-3.5762786865234375e-07
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","Dell XPS 15 (i7, 32GB, $1500)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or Dell XPS 15 (i7, 32GB, $1500)?",-8.344650268554688e-07,-3.5762786865234375e-07
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)?",-2.384185791015625e-07,-4.76837158203125e-07
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","Apple MacBook Air M3 (M3, 16GB, $1800)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or Apple MacBook Air M3 (M3, 16GB, $1800)?",-5.960464477539062e-07,-5.0067901611328125e-06
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","Apple MacBook Pro 14-inch (M3, 32GB, $2220)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or Apple MacBook Pro 14-inch (M3, 32GB, $2220)?",-7.152557373046875e-07,-8.344650268554688e-07
Which do you prefer: {A} or {B}?,"Dell Inspiron 16 (i7, 16GB, $1100)","Apple MacBook Pro 16-inch (M3, 64GB, $2800)","Which do you prefer: Dell Inspiron 16 (i7, 16GB, $1100) or Apple MacBook Pro 16-inch (M3, 64GB, $2800)?",-8.344650268554688e-07,-1.430511474609375e-06
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","ASUS VivoBook 15 (i3, 8GB, $450)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or ASUS VivoBook 15 (i3, 8GB, $450)?",-1.3113021850585938e-06,-3.5762786865234375e-07
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","Lenovo IdeaPad 3 (i5, 8GB, $550)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or Lenovo IdeaPad 3 (i5, 8GB, $550)?",-1.0728836059570312e-06,-3.5762786865234375e-07
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","HP Pavilion 15 (Ryzen 5, 8GB, $600)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or HP Pavilion 15 (Ryzen 5, 8GB, $600)?",-1.430511474609375e-06,-4.76837158203125e-07
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","ASUS ZenBook 14 (i5, 16GB, $700)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or ASUS ZenBook 14 (i5, 16GB, $700)?",-1.1920928955078125e-06,-4.76837158203125e-07
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)?",-1.3113021850585938e-06,-5.960464477539062e-07
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","Dell Inspiron 16 (i7, 16GB, $1100)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or Dell Inspiron 16 (i7, 16GB, $1100)?",-1.3113021850585938e-06,-1.5497207641601562e-06
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","Dell XPS 15 (i7, 32GB, $1500)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or Dell XPS 15 (i7, 32GB, $1500)?",-5.960464477539062e-07,-1.430511474609375e-06
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)?",-8.344650268554688e-07,-3.2186508178710938e-06
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","Apple MacBook Air M3 (M3, 16GB, $1800)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or Apple MacBook Air M3 (M3, 16GB, $1800)?",-8.344650268554688e-07,-4.291534423828125e-06
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","Apple MacBook Pro 14-inch (M3, 32GB, $2220)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or Apple MacBook Pro 14-inch (M3, 32GB, $2220)?",-1.430511474609375e-06,-1.7881393432617188e-06
Which do you prefer: {A} or {B}?,"HP Spectre x360 (Ryzen 7, 32GB, $1200)","Apple MacBook Pro 16-inch (M3, 64GB, $2800)","Which do you prefer: HP Spectre x360 (Ryzen 7, 32GB, $1200) or Apple MacBook Pro 16-inch (M3, 64GB, $2800)?",-1.0728836059570312e-06,-1.9073486328125e-06
Which do you prefer: {A} or {B}?,"Dell XPS 15 (i7, 32GB, $1500)","ASUS VivoBook 15 (i3, 8GB, $450)","Which do you prefer: Dell XPS 15 (i7, 32GB, $1500) or ASUS VivoBook 15 (i3, 8GB, $450)?",-1.7881393432617188e-06,-2.384185791015625e-07
Which do you prefer: {A} or {B}?,"Dell XPS 15 (i7, 32GB, $1500)","Lenovo IdeaPad 3 (i5, 8GB, $550)","Which do you prefer: Dell XPS 15 (i7, 32GB, $1500) or Lenovo IdeaPad 3 (i5, 8GB, $550)?",-1.1920928955078125e-06,-3.5762786865234375e-07
Which do you prefer: {A} or {B}?,"Dell XPS 15 (i7, 32GB, $1500)","HP Pavilion 15 (Ryzen 5, 8GB, $600)","Which do you prefer: Dell XPS 15 (i7, 32GB, $1500) or HP Pavilion 15 (Ryzen 5, 8GB, $600)?",-1.430511474609375e-06,-5.960464477539062e-07
Which do you prefer: {A} or {B}?,"Dell XPS 15 (i7, 32GB, $1500)","ASUS ZenBook 14 (i5, 16GB, $700)","Which do you prefer: Dell XPS 15 (i7, 32GB, $1500) or ASUS ZenBook 14 (i5, 16GB, $700)?",-1.430511474609375e-06,-3.5762786865234375e-07
Which do you prefer: {A} or {B}?,"Dell XPS 15 (i7, 32GB, $1500)","Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)","Which do you prefer: Dell XPS 15 (i7, 32GB, $1500) or Lenovo ThinkPad E14 (Ryzen 5, 16GB, $800)?",-1.1920928955078125e-06,-2.384185791015625e-07
Which do you prefer: {A} or {B}?,"Dell XPS 15 (i7, 32GB, $1500)","Dell Inspiron 16 (i7, 16GB, $1100)","Which do you prefer: Dell XPS 15 (i7, 32GB, $1500) or Dell Inspiron 16 (i7, 16GB, $1100)?",-1.5497207641601562e-06,-8.344650268554688e-07
Which do you prefer: {A} or {B}?,"Dell XPS 15 (i7, 32GB, $1500)","HP Spectre x360 (Ryzen 7, 32GB, $1200)","Which do you prefer: Dell XPS 15 (i7, 32GB, $1500) or HP Spectre x360 (Ryzen 7, 32GB, $1200)?",-1.1920928955078125e-06,-5.960464477539062e-07
Which do you prefer: {A} or {B}?,"Dell XPS 15 (i7, 32GB, $1500)","Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)","Which do you prefer: Dell XPS 15 (i7, 32GB, $1500) or Lenovo ThinkPad X1 Carbon (Ryzen 7, 32GB, $1400)?",-1.1920928955078125e-06,-5.960464477539062e-07
Which do you prefer: {A} or {B}?,"Dell XPS 15 (i7, 32GB, $1500)","Apple MacBook Air M3 (M3, 16GB, $1800)","Which do you prefer: Dell XPS 15 (i7, 32GB, $1500) or Apple MacBook Air M3 (M3, 16GB, $1800)?",-5.960464477539062e-07,-1.6689300537109375e-06
